"","gene","GO"
"2517","32888_at","GO:0006468;GO:0007165;GO:0007169;GO:0007275;GO:0008283;GO:0010666;GO:0010976;GO:0014065;GO:0033674;GO:0038083;GO:0042127;GO:0043066;GO:0045664;GO:0061098;GO:0071300;GO:0005886;GO:0005887;GO:0016020;GO:0043235;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0030298"
"2518","32890_at","GO:0001764;GO:0006915;GO:0007409;GO:0007411;GO:0010977;GO:0021965;GO:0033563;GO:0033564;GO:0038007;GO:0048671;GO:0098609;GO:0099170;GO:1901214;GO:2000171;GO:0005829;GO:0005886;GO:0005886;GO:0009986;GO:0044295;GO:0098685;GO:0099061;GO:0004888;GO:0005042;GO:0005515"
"2519","32891_at","GO:0000165;GO:0002281;GO:0006468;GO:0006915;GO:0007049;GO:0007165;GO:0010634;GO:0010763;GO:0010811;GO:0018105;GO:0018105;GO:0030073;GO:0030838;GO:0031397;GO:0031589;GO:0031663;GO:0032024;GO:0032230;GO:0032467;GO:0035556;GO:0035641;GO:0035669;GO:0038096;GO:0043123;GO:0043278;GO:0043410;GO:0050730;GO:0050790;GO:0050996;GO:0051279;GO:0051301;GO:0051649;GO:0051932;GO:0061178;GO:0070254;GO:0070257;GO:0071361;GO:0071380;GO:0071456;GO:0090303;GO:1903078;GO:2000650;GO:2001031;GO:0005634;GO:0005737;GO:0005739;GO:0005783;GO:0005794;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0043231;GO:0045111;GO:0045202;GO:0048471;GO:0071944;GO:0003785;GO:0004672;GO:0004674;GO:0004674;GO:0004697;GO:0004697;GO:0004698;GO:0004699;GO:0005515;GO:0005524;GO:0008047;GO:0019899;GO:0019899;GO:0030546;GO:0035276;GO:0046872;GO:0071889;GO:0106310"
"2520","32892_at","GO:0001556;GO:0002035;GO:0007165;GO:0007268;GO:0007507;GO:0008285;GO:0010628;GO:0010659;GO:0018105;GO:0035556;GO:0043065;GO:0045786;GO:0045835;GO:0060047;GO:0070613;GO:0071322;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0045202;GO:0072687;GO:0000287;GO:0004674;GO:0004674;GO:0004711;GO:0004712;GO:0005515;GO:0005524;GO:0106310"
"2521","32894_at","GO:0008150;GO:0050790;GO:0005737;GO:0016020;GO:0003674;GO:0005096;GO:0046872"
"2522","32895_f_at","GO:0008150;GO:0050790;GO:0005737;GO:0016020;GO:0003674;GO:0005096;GO:0046872"
"2523","32897_at","GO:0001666;GO:0001843;GO:0001843;GO:0006555;GO:0009086;GO:0009410;GO:0031060;GO:0033274;GO:0035999;GO:0035999;GO:0035999;GO:0035999;GO:0035999;GO:0043200;GO:0046500;GO:0050667;GO:0051593;GO:0070555;GO:0070828;GO:0005829;GO:0005829;GO:0045202;GO:0004489;GO:0004489;GO:0004489;GO:0004489;GO:0044877;GO:0050660;GO:0050661;GO:0071949;GO:0072341;GO:0106312;GO:0106313"
"2524","32898_at","GO:0030855;GO:0005737;GO:0005869;GO:0005515"
"2525","32899_s_at","GO:0001525;GO:0006355;GO:0006357;GO:0006805;GO:0006809;GO:0008589;GO:0010575;GO:0010906;GO:0019218;GO:0021702;GO:0021930;GO:0030522;GO:0032922;GO:0036315;GO:0036315;GO:0042632;GO:0042692;GO:0042753;GO:0043030;GO:0043124;GO:0045599;GO:0045893;GO:0045944;GO:0046068;GO:0050728;GO:0050728;GO:0070328;GO:0071347;GO:0071356;GO:0071456;GO:0072539;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005730;GO:0000977;GO:0000978;GO:0000978;GO:0000981;GO:0001221;GO:0001222;GO:0001223;GO:0003677;GO:0003700;GO:0004879;GO:0005515;GO:0008013;GO:0008142;GO:0008142;GO:0008270;GO:0043565;GO:0098531"
"2526","328_at","GO:0006355;GO:0006357;GO:0005634;GO:0000978;GO:0000981;GO:0003700;GO:0005515;GO:0008270"
"2527","32900_at","GO:0007165;GO:0016477;GO:0016477;GO:0016477;GO:0031532;GO:0046578;GO:0051493;GO:0090630;GO:1901165;GO:0097060;GO:0005096;GO:0005096;GO:0005096;GO:0005096;GO:0030695;GO:0030695"
"2528","32901_s_at","GO:0007518;GO:0014706;GO:0030517;GO:0042692;GO:0043403;GO:0048671;GO:0005634;GO:0016528"
"2529","32902_at","GO:0002024;GO:0007166;GO:0007186;GO:0007188;GO:0007420;GO:0009992;GO:0031667;GO:0032098;GO:0043950;GO:0048167;GO:0005881;GO:0005886;GO:0005886;GO:0016021;GO:0008528;GO:0015055;GO:0015055;GO:0017046;GO:0017046"
"2530","32903_at","GO:0001501;GO:0001701;GO:0001822;GO:0001824;GO:0001837;GO:0001935;GO:0001937;GO:0001938;GO:0002088;GO:0003222;GO:0003223;GO:0006355;GO:0006355;GO:0006468;GO:0006468;GO:0006915;GO:0007165;GO:0007179;GO:0007179;GO:0007179;GO:0007179;GO:0007179;GO:0007399;GO:0007507;GO:0007507;GO:0008284;GO:0008354;GO:0008584;GO:0009791;GO:0009952;GO:0010628;GO:0010717;GO:0010718;GO:0010862;GO:0018105;GO:0018107;GO:0030199;GO:0030307;GO:0030335;GO:0031396;GO:0032331;GO:0032924;GO:0032924;GO:0035556;GO:0042060;GO:0042118;GO:0043062;GO:0043393;GO:0043410;GO:0043542;GO:0045893;GO:0046847;GO:0048538;GO:0048663;GO:0048701;GO:0048705;GO:0048762;GO:0048844;GO:0048870;GO:0051491;GO:0051496;GO:0051726;GO:0051897;GO:0060017;GO:0060021;GO:0060037;GO:0060043;GO:0060317;GO:0060389;GO:0060391;GO:0060412;GO:0060978;GO:0060982;GO:0070723;GO:0071363;GO:0071560;GO:1905007;GO:1905075;GO:1905223;GO:2001235;GO:2001237;GO:0005634;GO:0005768;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005923;GO:0009986;GO:0043235;GO:0043235;GO:0045121;GO:0048179;GO:0070021;GO:0004672;GO:0004674;GO:0004674;GO:0005024;GO:0005024;GO:0005024;GO:0005025;GO:0005025;GO:0005114;GO:0005114;GO:0005515;GO:0005524;GO:0016361;GO:0019838;GO:0046332;GO:0046332;GO:0046332;GO:0046872;GO:0048185;GO:0050431;GO:0050431;GO:0050431;GO:0070411"
"2531","32904_at","GO:0001771;GO:0001771;GO:0001913;GO:0002357;GO:0002418;GO:0006915;GO:0006968;GO:0019835;GO:0051260;GO:0051607;GO:0051607;GO:0051712;GO:0055085;GO:0005576;GO:0005829;GO:0005886;GO:0016020;GO:0016021;GO:0016021;GO:0031904;GO:0044194;GO:0044194;GO:0005509;GO:0005515;GO:0022829;GO:0022829;GO:0042802"
"2532","32906_at","GO:0006811;GO:0015031;GO:0140206;GO:0140206;GO:0140207;GO:1902600;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0005903;GO:0016324;GO:0089717;GO:0005427;GO:0015333;GO:0015333;GO:0042937;GO:0071916;GO:0071916;GO:0071916"
"2533","32907_at","GO:0007187;GO:0007268;GO:0021795;GO:0032008;GO:0098664;GO:0005886;GO:0005887;GO:0005929;GO:0030425;GO:0045202;GO:0004969;GO:0004993;GO:0005515;GO:0030594"
"2534","32909_at","GO:0006833;GO:0006833;GO:0015670;GO:0015670;GO:0030157;GO:0042476;GO:0046541;GO:0048593;GO:0051289;GO:0055085;GO:0071476;GO:0005783;GO:0005886;GO:0005886;GO:0005887;GO:0005902;GO:0009925;GO:0016021;GO:0016324;GO:0016324;GO:0030659;GO:0070062;GO:0005515;GO:0015250;GO:0015250;GO:0042802"
"2535","32910_at","GO:0006325;GO:0006354;GO:0006357;GO:0006482;GO:0030901;GO:0033169;GO:0035574;GO:0045893;GO:0070544;GO:0071557;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0003712;GO:0005506;GO:0005506;GO:0008270;GO:0016706;GO:0032452;GO:0032452;GO:0032454;GO:0035064;GO:0035575;GO:0051864;GO:0071558;GO:0140683"
"2536","32911_s_at","GO:0006325;GO:0006354;GO:0006357;GO:0006482;GO:0030901;GO:0033169;GO:0035574;GO:0045893;GO:0070544;GO:0071557;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0003712;GO:0005506;GO:0005506;GO:0008270;GO:0016706;GO:0032452;GO:0032452;GO:0032454;GO:0035064;GO:0035575;GO:0051864;GO:0071558;GO:0140683"
"2537","32912_at","GO:0006357;GO:0007420;GO:0007605;GO:0090103;GO:2001054;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0003700;GO:0005515;GO:1990837"
"2538","32913_i_at","GO:0000398;GO:0001933;GO:0031665;GO:0032088;GO:0032688;GO:0032717;GO:0032720;GO:0034122;GO:0043124;GO:0045087;GO:0045292;GO:0045824;GO:0060339;GO:0071222;GO:0071347;GO:0071356;GO:0005634;GO:0005654;GO:0005681;GO:0005737;GO:0005829;GO:0016607;GO:0071013;GO:0003723;GO:0005515"
"2539","32914_f_at","GO:0000398;GO:0001933;GO:0031665;GO:0032088;GO:0032688;GO:0032717;GO:0032720;GO:0034122;GO:0043124;GO:0045087;GO:0045292;GO:0045824;GO:0060339;GO:0071222;GO:0071347;GO:0071356;GO:0005634;GO:0005654;GO:0005681;GO:0005737;GO:0005829;GO:0016607;GO:0071013;GO:0003723;GO:0005515"
"2540","32916_at","GO:0006470;GO:0046627;GO:0005634;GO:0005737;GO:0005886;GO:0016021;GO:0004725;GO:0005001;GO:0005515"
"2541","32917_at","GO:0005990;GO:0046477;GO:1901733;GO:2000892;GO:0005886;GO:0005887;GO:0098591;GO:0000016;GO:0000016;GO:0000016;GO:0004336;GO:0004348;GO:0008422;GO:0008422;GO:0017042;GO:0042803;GO:0080079;GO:0140749"
"2542","32919_at","GO:0007156;GO:0007157;GO:0007420;GO:0043066;GO:0043069;GO:0051965;GO:0005634;GO:0005886;GO:0016021;GO:0005515"
"2543","32920_at","GO:0002027;GO:0003163;GO:0003254;GO:0003254;GO:0006812;GO:0006936;GO:0008015;GO:0035725;GO:0035725;GO:0042391;GO:0055117;GO:0071320;GO:0071321;GO:0071805;GO:0071805;GO:0071805;GO:0086012;GO:0086015;GO:0086046;GO:0086091;GO:0086091;GO:0098719;GO:0098907;GO:0098909;GO:1990573;GO:2001257;GO:0005886;GO:0005886;GO:0030424;GO:0030425;GO:0031226;GO:0048471;GO:0098855;GO:0098855;GO:0098855;GO:0005222;GO:0005248;GO:0005249;GO:0005249;GO:0005249;GO:0030552;GO:0042802;GO:0086041"
"2544","32922_at","GO:0000122;GO:0000723;GO:0000723;GO:0006281;GO:0006974;GO:0007049;GO:0031509;GO:0035019;GO:0043247;GO:0045814;GO:0045830;GO:0051574;GO:1990830;GO:2000042;GO:2001034;GO:0000785;GO:0000793;GO:0001939;GO:0001940;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005886;GO:0016604;GO:0031965;GO:0035861;GO:0051233;GO:0140445;GO:0005515"
"2545","32923_r_at","GO:0007268;GO:0007269;GO:0046928;GO:0048666;GO:0050808;GO:0097091;GO:0098693;GO:2000300;GO:0000795;GO:0005794;GO:0005829;GO:0005856;GO:0008021;GO:0014069;GO:0030424;GO:0030425;GO:0030672;GO:0044297;GO:0048786;GO:0070161;GO:0098685;GO:0098850;GO:0098993;GO:0003779;GO:0005524;GO:0019901;GO:0042802;GO:0048306;GO:0106006"
"2546","32924_at","GO:0006508;GO:0010001;GO:0030198;GO:0030574;GO:0044331;GO:0050790;GO:0050965;GO:0097150;GO:0098742;GO:0005887;GO:0031012;GO:0032588;GO:0070062;GO:0004222;GO:0004222;GO:0008047;GO:0008270;GO:0045296"
"2547","32925_at","GO:0030198;GO:0005576;GO:0062023;GO:0005509;GO:0005515"
"2548","32928_at","GO:0006357;GO:0008544;GO:0043922;GO:0045944;GO:0000785;GO:0005634;GO:0005654;GO:0005730;GO:0005829;GO:0005886;GO:0016604;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0001228;GO:0001228;GO:0005515;GO:0043565;GO:1990837"
"2549","32929_at","GO:0006487;GO:0006487;GO:0006489;GO:0008610;GO:0005789;GO:0030176;GO:0030176;GO:0043231;GO:0047874;GO:0047874;GO:0047874"
"2550","32930_f_at","GO:0007158;GO:0007158;GO:0007268;GO:0007612;GO:0035176;GO:0048488;GO:0050804;GO:0071625;GO:0097104;GO:0097105;GO:0099054;GO:0005886;GO:0005887;GO:0009986;GO:0045202;GO:0070161;GO:0089717;GO:0098793;GO:0098839;GO:0098983;GO:0098985;GO:0099060;GO:0005515;GO:0038023;GO:0042043;GO:0050839;GO:0097110"
"2551","32932_at","GO:0006470;GO:0005654;GO:0005737;GO:0005874;GO:0034451;GO:0004725"
"2552","32935_at","GO:0016567;GO:0005654;GO:0080008;GO:0080008;GO:0005515"
"2553","32936_at","GO:0006357;GO:0005634;GO:0000978;GO:0000981;GO:0005515;GO:0046872"
"2554","32937_at","GO:0046854;GO:0072659;GO:0072659;GO:0005829;GO:0005886;GO:0005886;GO:0015629;GO:0005515"
"2555","32938_at","GO:0046854;GO:0072659;GO:0072659;GO:0005829;GO:0005886;GO:0005886;GO:0015629;GO:0005515"
"2556","32939_g_at","GO:0046854;GO:0072659;GO:0072659;GO:0005829;GO:0005886;GO:0005886;GO:0015629;GO:0005515"
"2557","32940_at","GO:0008150;GO:0005634;GO:0005634;GO:0005654;GO:0005739;GO:0005515"
"2558","32941_at","GO:0000122;GO:0002273;GO:0002314;GO:0002316;GO:0002376;GO:0006357;GO:0006909;GO:0006914;GO:0006955;GO:0030099;GO:0032479;GO:0032729;GO:0032735;GO:0042742;GO:0042832;GO:0045944;GO:0071222;GO:0071346;GO:0097028;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0005515;GO:1990837"
"2559","32942_at","GO:0005975;GO:0006486;GO:0006486;GO:0006491;GO:0006688;GO:0009311;GO:0097503;GO:0000139;GO:0000139;GO:0016021;GO:0003828;GO:0003828;GO:0005515;GO:0008373"
"2560","32943_at","GO:0001974;GO:0001975;GO:0002443;GO:0006589;GO:0007268;GO:0007613;GO:0007626;GO:0008542;GO:0042309;GO:0042310;GO:0042420;GO:0042420;GO:0042421;GO:0042421;GO:0042421;GO:0042593;GO:0042596;GO:0042711;GO:0045907;GO:0048149;GO:0048265;GO:0050900;GO:0120162;GO:1904705;GO:1905562;GO:2001236;GO:0005576;GO:0005615;GO:0005615;GO:0005737;GO:0005783;GO:0016020;GO:0016021;GO:0030658;GO:0030667;GO:0030667;GO:0034451;GO:0034466;GO:0034774;GO:0034774;GO:0042584;GO:0043231;GO:0045202;GO:0003824;GO:0004500;GO:0004500;GO:0005507;GO:0005507;GO:0005515;GO:0031418"
"2561","32944_at","GO:0002042;GO:0003148;GO:0003180;GO:0003184;GO:0003272;GO:0006919;GO:0007155;GO:0007156;GO:0007399;GO:0010628;GO:0010629;GO:0016199;GO:0021836;GO:0030336;GO:0033600;GO:0035025;GO:0035385;GO:0035481;GO:0035904;GO:0043406;GO:0050772;GO:0050925;GO:0060412;GO:0070100;GO:1900748;GO:0005737;GO:0005886;GO:0005886;GO:0005887;GO:0009986;GO:0030424;GO:0033116;GO:0005515;GO:0008046;GO:0030275;GO:0042802"
"2562","32945_i_at","GO:0001867;GO:0001867;GO:0002752;GO:0006508;GO:0006953;GO:0006958;GO:0006979;GO:0008228;GO:0042742;GO:0045087;GO:0048525;GO:0050830;GO:0051873;GO:0140374;GO:1903028;GO:0005576;GO:0005581;GO:0005615;GO:0005615;GO:0005615;GO:0009897;GO:0009986;GO:0062023;GO:1905370;GO:0005102;GO:0005515;GO:0005537;GO:0005537;GO:0005537;GO:0042802;GO:0048306"
"2563","32946_r_at","GO:0001867;GO:0001867;GO:0002752;GO:0006508;GO:0006953;GO:0006958;GO:0006979;GO:0008228;GO:0042742;GO:0045087;GO:0048525;GO:0050830;GO:0051873;GO:0140374;GO:1903028;GO:0005576;GO:0005581;GO:0005615;GO:0005615;GO:0005615;GO:0009897;GO:0009986;GO:0062023;GO:1905370;GO:0005102;GO:0005515;GO:0005537;GO:0005537;GO:0005537;GO:0042802;GO:0048306"
"2564","32947_at","GO:0006814;GO:0006954;GO:0009408;GO:0009409;GO:0009636;GO:0009791;GO:0019228;GO:0019233;GO:0034765;GO:0035725;GO:0035725;GO:0045759;GO:0061368;GO:0086010;GO:0001518;GO:0005887;GO:0030424;GO:0030424;GO:0005244;GO:0005248;GO:0005248;GO:0031402"
"2565","32948_at","GO:0007601;GO:0007605;GO:0009887;GO:0009888;GO:0016477;GO:0034446;GO:0035315;GO:0042491;GO:0045184;GO:0045494;GO:0048496;GO:0050896;GO:0050953;GO:0051649;GO:0060113;GO:0060113;GO:0001917;GO:0002141;GO:0002142;GO:0005576;GO:0005604;GO:0005604;GO:0005737;GO:0016021;GO:0016324;GO:0032391;GO:0032421;GO:0036064;GO:0043025;GO:0043195;GO:0060171;GO:1990075;GO:1990696;GO:0005515;GO:0005518;GO:0017022;GO:0042802"
"2566","32949_at","GO:0008150;GO:0005575;GO:0003674"
"2567","32950_at","GO:0006355;GO:0006357;GO:0007402;GO:0007417;GO:0007601;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0003700;GO:0005515"
"2568","32951_g_at","GO:0006355;GO:0006357;GO:0007402;GO:0007417;GO:0007601;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0003700;GO:0005515"
"2569","32952_at","GO:0006355;GO:0006357;GO:0007402;GO:0007417;GO:0007601;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0003700;GO:0005515"
"2570","32953_at","GO:0006897;GO:0008037;GO:0031295;GO:0097190;GO:0005886;GO:0005886;GO:0005887;GO:0009897;GO:0005044;GO:0005515;GO:0038023"
"2571","32954_at","GO:0000122;GO:0000723;GO:0000723;GO:0006281;GO:0006974;GO:0007049;GO:0031509;GO:0035019;GO:0043247;GO:0045814;GO:0045830;GO:0051574;GO:1990830;GO:2000042;GO:2001034;GO:0000785;GO:0000793;GO:0001939;GO:0001940;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005886;GO:0016604;GO:0031965;GO:0035861;GO:0051233;GO:0140445;GO:0005515"
"2572","32955_at","GO:0006915;GO:0006977;GO:0015914;GO:0030330;GO:0034644;GO:0043066;GO:0043154;GO:0045332;GO:0045944;GO:0090201;GO:0097035;GO:0120009;GO:1902166;GO:2001140;GO:0005634;GO:0005654;GO:0005739;GO:0005758;GO:0005758;GO:0005758;GO:0032991;GO:0002039;GO:0005515;GO:1990050;GO:1990050"
"2573","32959_at","GO:0001503;GO:0003091;GO:0003096;GO:0006693;GO:0006885;GO:0007035;GO:0007605;GO:0010468;GO:0016241;GO:0030534;GO:0035812;GO:0042048;GO:0042472;GO:0045851;GO:0046034;GO:0055064;GO:0055074;GO:0055075;GO:0070072;GO:0097254;GO:1902600;GO:0000221;GO:0000221;GO:0005737;GO:0005829;GO:0005902;GO:0016323;GO:0016324;GO:0016328;GO:0016471;GO:0070062;GO:0098850;GO:0005515;GO:0005524;GO:0015078;GO:0044877;GO:0046961"
"2574","32960_at","GO:0000122;GO:0001570;GO:0001649;GO:0001701;GO:0001708;GO:0001755;GO:0001947;GO:0002052;GO:0002053;GO:0003140;GO:0003323;GO:0006606;GO:0006915;GO:0007186;GO:0007224;GO:0007224;GO:0007224;GO:0007228;GO:0007371;GO:0007405;GO:0007417;GO:0007494;GO:0009952;GO:0010628;GO:0010628;GO:0010629;GO:0021542;GO:0021696;GO:0021794;GO:0021904;GO:0021910;GO:0021938;GO:0021953;GO:0021987;GO:0030335;GO:0030857;GO:0031069;GO:0035264;GO:0040018;GO:0042307;GO:0042475;GO:0043066;GO:0043392;GO:0045880;GO:0045944;GO:0046622;GO:0048143;GO:0048741;GO:0048745;GO:0048853;GO:0048873;GO:0050673;GO:0050679;GO:0050821;GO:0051451;GO:0051799;GO:0060242;GO:0060413;GO:0060644;GO:0060684;GO:0061053;GO:0061113;GO:0070986;GO:0071397;GO:0071542;GO:0071679;GO:0072285;GO:0090190;GO:1904672;GO:2000826;GO:0005794;GO:0005814;GO:0005886;GO:0005886;GO:0005901;GO:0005929;GO:0005929;GO:0005929;GO:0005929;GO:0016021;GO:0030425;GO:0030666;GO:0043231;GO:0060170;GO:0070062;GO:0097542;GO:0097731;GO:0004930;GO:0005113;GO:0005113;GO:0005515"
"2575","32961_at","GO:0006355;GO:0032483;GO:0050790;GO:0005634;GO:0005829;GO:0031410;GO:0003677;GO:0005085;GO:0005085;GO:0005515"
"2576","32962_at","GO:0006534;GO:0006629;GO:0018272;GO:0019343;GO:0019343;GO:0019344;GO:0019346;GO:0019346;GO:0030968;GO:0043123;GO:0044524;GO:0051092;GO:0051289;GO:0070814;GO:0070814;GO:1904831;GO:1990830;GO:2001234;GO:0005737;GO:0005829;GO:0070062;GO:0004123;GO:0004123;GO:0005515;GO:0005516;GO:0016846;GO:0030170;GO:0030170;GO:0042802;GO:0044540;GO:0047982;GO:0080146;GO:0098606"
"2577","32963_s_at","GO:0008104;GO:0009267;GO:0010506;GO:0032008;GO:0032008;GO:0071230;GO:0071230;GO:0071233;GO:1904263;GO:1990253;GO:0005634;GO:0005634;GO:0005654;GO:0005737;GO:0005764;GO:0005764;GO:0005813;GO:0005829;GO:0043231;GO:1990131;GO:0003924;GO:0003924;GO:0005515;GO:0005525;GO:0019003;GO:0046982;GO:0051020"
"2578","32964_at","GO:0002250;GO:0007155;GO:0007166;GO:0007186;GO:0007189;GO:0005887;GO:0009897;GO:0004930;GO:0005509"
"2579","32965_f_at","GO:0006402;GO:0008285;GO:0010628;GO:0016192;GO:0030308;GO:0031396;GO:0031397;GO:0032436;GO:0032757;GO:0034599;GO:0034605;GO:0034620;GO:0042026;GO:0042026;GO:0042026;GO:0043066;GO:0043066;GO:0045648;GO:0046034;GO:0046718;GO:0050821;GO:0050821;GO:0051085;GO:0051092;GO:0060548;GO:0060548;GO:0070370;GO:0070434;GO:0071383;GO:0090063;GO:0090084;GO:1901673;GO:1901673;GO:1903265;GO:2001240;GO:0005576;GO:0005634;GO:0005634;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005739;GO:0005783;GO:0005813;GO:0005814;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005925;GO:0016234;GO:0016235;GO:0016607;GO:0031982;GO:0032991;GO:0048471;GO:0070062;GO:0072562;GO:1904813;GO:1990904;GO:0001618;GO:0001664;GO:0003723;GO:0005102;GO:0005515;GO:0005524;GO:0005524;GO:0016887;GO:0016887;GO:0016887;GO:0019899;GO:0031072;GO:0031072;GO:0031625;GO:0031625;GO:0042826;GO:0044183;GO:0044183;GO:0047485;GO:0051082;GO:0051082;GO:0051082;GO:0051082;GO:0051787;GO:0055131;GO:0140545;GO:0140662"
"2580","32966_at","GO:0006629;GO:0006869;GO:0008203;GO:0005615;GO:0005615;GO:0034362;GO:0034364;GO:0005102;GO:0005319;GO:0015485"
"2581","32967_at","GO:0002376;GO:0006968;GO:0043066;GO:0005576;GO:0005886;GO:0016021;GO:0004888"
"2582","32968_s_at","GO:0060074;GO:0090036;GO:0005783;GO:0005789;GO:0016021;GO:0043025"
"2583","32969_r_at","GO:0001541;GO:0002021;GO:0006091;GO:0007165;GO:0009409;GO:0019953;GO:0030073;GO:0032868;GO:0033500;GO:0042593;GO:0042742;GO:0043084;GO:0048167;GO:0048168;GO:0051591;GO:0005615;GO:0005615;GO:0005788;GO:0005794;GO:0030133;GO:0030667;GO:0031410;GO:0043005;GO:0043025;GO:0043231;GO:0045202;GO:0003674;GO:0005179;GO:0005184;GO:0008083"
"2584","32970_f_at","GO:0006397;GO:0008380;GO:0030578;GO:0033120;GO:0033120;GO:0043392;GO:0045948;GO:0045948;GO:0071260;GO:0005576;GO:0005634;GO:0005634;GO:0005634;GO:0005730;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0010494;GO:0015030;GO:0016528;GO:0016607;GO:0030017;GO:0031965;GO:0097504;GO:0003723;GO:0005515;GO:0032183"
"2585","32971_at","GO:0008150;GO:0005575;GO:0016021;GO:0003674;GO:0005515"
"2586","32972_at","GO:0001525;GO:0003081;GO:0006739;GO:0006952;GO:0006954;GO:0007165;GO:0007254;GO:0008217;GO:0008284;GO:0008631;GO:0010575;GO:0016477;GO:0030198;GO:0034220;GO:0034765;GO:0042554;GO:0042554;GO:0042554;GO:0042743;GO:0045726;GO:0045730;GO:0046330;GO:0048661;GO:0051454;GO:0071455;GO:0072592;GO:1902177;GO:1990451;GO:0005769;GO:0005886;GO:0005886;GO:0042995;GO:0043020;GO:0043020;GO:0070161;GO:0005244;GO:0005515;GO:0016175;GO:0016175;GO:0016175;GO:0016175;GO:0031267;GO:0046872;GO:0050661"
"2587","32973_s_at","GO:0001525;GO:0003081;GO:0006739;GO:0006952;GO:0006954;GO:0007165;GO:0007254;GO:0008217;GO:0008284;GO:0008631;GO:0010575;GO:0016477;GO:0030198;GO:0034220;GO:0034765;GO:0042554;GO:0042554;GO:0042554;GO:0042743;GO:0045726;GO:0045730;GO:0046330;GO:0048661;GO:0051454;GO:0071455;GO:0072592;GO:1902177;GO:1990451;GO:0005769;GO:0005886;GO:0005886;GO:0042995;GO:0043020;GO:0043020;GO:0070161;GO:0005244;GO:0005515;GO:0016175;GO:0016175;GO:0016175;GO:0016175;GO:0031267;GO:0046872;GO:0050661"
"2588","32974_at","GO:0000467;GO:0006364;GO:0006396;GO:0006401;GO:0030307;GO:0034427;GO:0034475;GO:0043928;GO:0071034;GO:0071035;GO:0071038;GO:0071051;GO:0000176;GO:0000176;GO:0000176;GO:0000177;GO:0000177;GO:0000178;GO:0000178;GO:0000178;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005829;GO:0101019;GO:0000175;GO:0003723;GO:0005515;GO:0008312"
"2589","32975_g_at","GO:0000467;GO:0006364;GO:0006396;GO:0006401;GO:0030307;GO:0034427;GO:0034475;GO:0043928;GO:0071034;GO:0071035;GO:0071038;GO:0071051;GO:0000176;GO:0000176;GO:0000176;GO:0000177;GO:0000177;GO:0000178;GO:0000178;GO:0000178;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005829;GO:0101019;GO:0000175;GO:0003723;GO:0005515;GO:0008312"
"2590","32976_s_at","GO:0006357;GO:0010468;GO:0045893;GO:0000785;GO:0005634;GO:0005634;GO:0000978;GO:0000981;GO:0005515;GO:0043565;GO:0046872"
"2591","32977_at","GO:0006935;GO:0007155;GO:0007162;GO:0007162;GO:0007605;GO:0035024;GO:0035024;GO:0045663;GO:0048741;GO:0051491;GO:0090023;GO:1901741;GO:1903904;GO:1905872;GO:1990869;GO:2000114;GO:2000391;GO:2000405;GO:2001107;GO:2001107;GO:0005737;GO:0005856;GO:0016324;GO:0030175;GO:0032420;GO:0060171;GO:0005515;GO:0071889"
"2592","32978_g_at","GO:0006935;GO:0007155;GO:0007162;GO:0007162;GO:0007605;GO:0035024;GO:0035024;GO:0045663;GO:0048741;GO:0051491;GO:0090023;GO:1901741;GO:1903904;GO:1905872;GO:1990869;GO:2000114;GO:2000391;GO:2000405;GO:2001107;GO:2001107;GO:0005737;GO:0005856;GO:0016324;GO:0030175;GO:0032420;GO:0060171;GO:0005515;GO:0071889"
"2593","32979_at","GO:0001525;GO:0007165;GO:0007173;GO:0008286;GO:0031532;GO:0035728;GO:0038084;GO:0038089;GO:0045766;GO:0090668;GO:0005737;GO:0005829;GO:0005911;GO:0005515;GO:0035591"
