"","gene","GO"
"8541","39548_at","GO:0006357;GO:0006974;GO:0007417;GO:0009410;GO:0032922;GO:0032922;GO:0045739;GO:0045893;GO:0045893;GO:0045944;GO:0051775;GO:0060548;GO:2000987;GO:2001020;GO:0000785;GO:0005634;GO:0005654;GO:0005654;GO:0005667;GO:0005829;GO:1990513;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0003677;GO:0003677;GO:0003700;GO:0005515;GO:0046872;GO:0046983;GO:0051879;GO:1990837"
"8542","39549_at","GO:0006357;GO:0006974;GO:0007417;GO:0009410;GO:0032922;GO:0032922;GO:0045739;GO:0045893;GO:0045893;GO:0045944;GO:0051775;GO:0060548;GO:2000987;GO:2001020;GO:0000785;GO:0005634;GO:0005654;GO:0005654;GO:0005667;GO:0005829;GO:1990513;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0003677;GO:0003677;GO:0003700;GO:0005515;GO:0046872;GO:0046983;GO:0051879;GO:1990837"
"8543","39550_at","GO:0030199;GO:0005788;GO:0005515;GO:0050211;GO:0050211"
"8544","39551_at","GO:0000122;GO:0006325;GO:0000118;GO:0000118;GO:0005654;GO:1990391;GO:0003677;GO:0003682;GO:0005515;GO:0046872"
"8545","39552_at","GO:0001525;GO:0001933;GO:0001933;GO:0002902;GO:0006470;GO:0006470;GO:0006470;GO:0006661;GO:0006915;GO:0007270;GO:0007416;GO:0007417;GO:0007507;GO:0007611;GO:0007626;GO:0008284;GO:0008285;GO:0008285;GO:0008285;GO:0010719;GO:0010975;GO:0010977;GO:0014065;GO:0014067;GO:0014067;GO:0016311;GO:0016477;GO:0021542;GO:0021955;GO:0030336;GO:0030534;GO:0030889;GO:0031642;GO:0031647;GO:0032228;GO:0032286;GO:0032535;GO:0033137;GO:0033555;GO:0035176;GO:0042098;GO:0042100;GO:0042130;GO:0042711;GO:0043066;GO:0043491;GO:0043542;GO:0045475;GO:0045736;GO:0045792;GO:0046621;GO:0046855;GO:0046856;GO:0046856;GO:0046856;GO:0048681;GO:0048738;GO:0048853;GO:0048854;GO:0048870;GO:0050680;GO:0050771;GO:0050821;GO:0051091;GO:0051548;GO:0051895;GO:0051896;GO:0051898;GO:0051898;GO:0060024;GO:0060044;GO:0060070;GO:0060074;GO:0060134;GO:0060179;GO:0060291;GO:0060341;GO:0060736;GO:0060997;GO:0061002;GO:0070373;GO:0070374;GO:0071257;GO:0071456;GO:0090071;GO:0090394;GO:0097105;GO:0097107;GO:1902807;GO:1903690;GO:1903984;GO:1904668;GO:1904706;GO:2000060;GO:2000109;GO:2000134;GO:2000463;GO:2000773;GO:2000808;GO:0005576;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0009898;GO:0016324;GO:0016605;GO:0035749;GO:0042995;GO:0042995;GO:0043005;GO:0043220;GO:0045202;GO:0004438;GO:0004721;GO:0004722;GO:0004725;GO:0004725;GO:0005515;GO:0008289;GO:0010997;GO:0016314;GO:0016314;GO:0016314;GO:0017018;GO:0019899;GO:0019901;GO:0030165;GO:0042802;GO:0051717;GO:0051800;GO:0051800;GO:1990381"
"8546","39554_at","GO:0000122;GO:0006325;GO:0006355;GO:0006355;GO:0007141;GO:0007165;GO:0007283;GO:0007286;GO:0008285;GO:0030317;GO:0030336;GO:0030511;GO:0030512;GO:0031065;GO:0045893;GO:0045893;GO:0048133;GO:0072520;GO:1902166;GO:1902455;GO:1902459;GO:2000772;GO:2001020;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005886;GO:0016580;GO:0016580;GO:0016602;GO:0003677;GO:0003682;GO:0005515;GO:0035064;GO:0035064;GO:0035091;GO:0044877;GO:0046872"
"8547","39555_at","GO:0000122;GO:0006325;GO:0006355;GO:0006355;GO:0007141;GO:0007165;GO:0007283;GO:0007286;GO:0008285;GO:0030317;GO:0030336;GO:0030511;GO:0030512;GO:0031065;GO:0045893;GO:0045893;GO:0048133;GO:0072520;GO:1902166;GO:1902455;GO:1902459;GO:2000772;GO:2001020;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005886;GO:0016580;GO:0016580;GO:0016602;GO:0003677;GO:0003682;GO:0005515;GO:0035064;GO:0035064;GO:0035091;GO:0044877;GO:0046872"
"8548","39556_at","GO:0000281;GO:0007009;GO:0007182;GO:0007417;GO:0021556;GO:0030036;GO:0030036;GO:0032743;GO:0043001;GO:0051693;GO:0060390;GO:0071709;GO:0072659;GO:0072659;GO:1903076;GO:1903078;GO:0005730;GO:0005737;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0008091;GO:0014069;GO:0014731;GO:0030054;GO:0030673;GO:0030864;GO:0031430;GO:0032437;GO:0042995;GO:0070062;GO:0098978;GO:0003723;GO:0003779;GO:0005200;GO:0005515;GO:0005516;GO:0005543;GO:0030506;GO:0030506;GO:0045296;GO:0051015;GO:0051020"
"8549","39559_at","GO:0006569;GO:0007568;GO:0009651;GO:0019674;GO:0019674;GO:0019805;GO:0034276;GO:0034354;GO:0043420;GO:0070189;GO:0070189;GO:0071222;GO:0071347;GO:0097052;GO:1901216;GO:1903296;GO:0005615;GO:0005741;GO:0005741;GO:0005829;GO:0016021;GO:0004502;GO:0004502;GO:0004502;GO:0016174;GO:0016174;GO:0050660;GO:0050660;GO:0071949"
"8550","39561_at","GO:0000122;GO:0006325;GO:0000792;GO:0005634;GO:0005654;GO:0031519;GO:0003727;GO:0005515"
"8551","39562_at","GO:0000122;GO:0010468;GO:0040029;GO:0005634;GO:0005634;GO:0005654;GO:0003690;GO:0005515;GO:0042802;GO:0140297"
"8552","39563_at","GO:0002042;GO:0002687;GO:0006887;GO:0006888;GO:0006888;GO:0006897;GO:0007029;GO:0007162;GO:0009306;GO:0015031;GO:0030336;GO:0035459;GO:0042060;GO:0042953;GO:0070973;GO:0090110;GO:0140052;GO:1903038;GO:2000402;GO:0005788;GO:0005789;GO:0005789;GO:0005789;GO:0016020;GO:0016021;GO:0043231;GO:0070971;GO:0070971;GO:0005515;GO:0038024"
"8553","39564_s_at","GO:0006778;GO:0006778;GO:0006779;GO:0006878;GO:0006879;GO:0007420;GO:0015886;GO:0015886;GO:0015886;GO:0033013;GO:0035351;GO:0042168;GO:0043588;GO:0055085;GO:0098849;GO:1903232;GO:0000139;GO:0005654;GO:0005739;GO:0005739;GO:0005740;GO:0005741;GO:0005741;GO:0005765;GO:0005768;GO:0005774;GO:0005783;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0016021;GO:0031307;GO:0031901;GO:0032585;GO:0033162;GO:0036020;GO:0043190;GO:0070062;GO:0070062;GO:0005524;GO:0015439;GO:0015439;GO:0015439;GO:0015562;GO:0016887;GO:0020037;GO:0020037;GO:0042626;GO:0046906;GO:0140359;GO:0140359;GO:0140359"
"8554","39565_at","GO:0001649;GO:0001701;GO:0001707;GO:0001756;GO:0001880;GO:0002053;GO:0002062;GO:0003148;GO:0003151;GO:0003161;GO:0003171;GO:0003183;GO:0003186;GO:0003203;GO:0003215;GO:0003222;GO:0003223;GO:0003272;GO:0006468;GO:0006468;GO:0006955;GO:0007179;GO:0007398;GO:0009950;GO:0009953;GO:0010629;GO:0010862;GO:0014032;GO:0014912;GO:0021953;GO:0021983;GO:0021998;GO:0030324;GO:0030501;GO:0030509;GO:0030509;GO:0030509;GO:0030509;GO:0032915;GO:0035019;GO:0035137;GO:0035912;GO:0042475;GO:0042733;GO:0045669;GO:0045944;GO:0045944;GO:0048352;GO:0048368;GO:0048378;GO:0048382;GO:0048568;GO:0048589;GO:0050673;GO:0050679;GO:0050768;GO:0051148;GO:0060021;GO:0060043;GO:0060045;GO:0060391;GO:0060412;GO:0060914;GO:0060928;GO:0061312;GO:0061312;GO:0061626;GO:0071363;GO:0071773;GO:0071902;GO:1902895;GO:1904414;GO:1904707;GO:1905285;GO:2000772;GO:0005886;GO:0005886;GO:0005886;GO:0005901;GO:0009897;GO:0016021;GO:0030425;GO:0043025;GO:0043235;GO:1990712;GO:0004674;GO:0004674;GO:0004675;GO:0005025;GO:0005515;GO:0005524;GO:0019211;GO:0036122;GO:0042803;GO:0043539;GO:0046332;GO:0046332;GO:0046872;GO:0098821"
"8555","39567_at","GO:0006833;GO:0006833;GO:0015793;GO:0015793;GO:0015793;GO:0071918;GO:0005737;GO:0005811;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0005911;GO:0005938;GO:0016323;GO:0030659;GO:0005515;GO:0015204;GO:0015250;GO:0015250;GO:0015254;GO:0015254;GO:0015254"
"8556","39568_g_at","GO:0006833;GO:0006833;GO:0015793;GO:0015793;GO:0015793;GO:0071918;GO:0005737;GO:0005811;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0005911;GO:0005938;GO:0016323;GO:0030659;GO:0005515;GO:0015204;GO:0015250;GO:0015250;GO:0015254;GO:0015254;GO:0015254"
"8557","39569_at","GO:0008544;GO:0018149;GO:0030216;GO:0031424;GO:0042060;GO:0045104;GO:0001533;GO:0001533;GO:0005737;GO:0005829;GO:0005829;GO:0005882;GO:0016020;GO:0030057;GO:0045111;GO:0070062;GO:0005198;GO:0019215;GO:0045296"
"8558","39570_at","GO:0000226;GO:0007010;GO:0007026;GO:0022604;GO:0031113;GO:0031122;GO:0031175;GO:0031175;GO:0005737;GO:0005874;GO:0036449;GO:0036449;GO:0005516;GO:0008017;GO:0030507;GO:0051011;GO:0051011"
"8559","39571_at","GO:0000226;GO:0007010;GO:0007026;GO:0022604;GO:0031113;GO:0031122;GO:0031175;GO:0031175;GO:0005737;GO:0005874;GO:0036449;GO:0036449;GO:0005516;GO:0008017;GO:0030507;GO:0051011;GO:0051011"
"8560","39572_at","GO:0001662;GO:0006874;GO:0007215;GO:0007268;GO:0019228;GO:0034220;GO:0035235;GO:0035249;GO:0043524;GO:0048169;GO:0048172;GO:0050804;GO:0050804;GO:0050806;GO:0051402;GO:0051967;GO:0060079;GO:0060080;GO:0099171;GO:0099505;GO:0120169;GO:0005886;GO:0005886;GO:0005887;GO:0014069;GO:0032983;GO:0042734;GO:0043025;GO:0045211;GO:0070161;GO:0098686;GO:0098978;GO:0005234;GO:0008066;GO:0015276;GO:0015277;GO:0015277;GO:0038023;GO:0099507;GO:1904315"
"8561","39573_at","GO:0001662;GO:0006874;GO:0007215;GO:0007268;GO:0019228;GO:0034220;GO:0035235;GO:0035249;GO:0043524;GO:0048169;GO:0048172;GO:0050804;GO:0050804;GO:0050806;GO:0051402;GO:0051967;GO:0060079;GO:0060080;GO:0099171;GO:0099505;GO:0120169;GO:0005886;GO:0005886;GO:0005887;GO:0014069;GO:0032983;GO:0042734;GO:0043025;GO:0045211;GO:0070161;GO:0098686;GO:0098978;GO:0005234;GO:0008066;GO:0015276;GO:0015277;GO:0015277;GO:0038023;GO:0099507;GO:1904315"
"8562","39574_at","GO:0001755;GO:0007267;GO:0007399;GO:0007411;GO:0030335;GO:0031290;GO:0048843;GO:0050919;GO:0071526;GO:0005615;GO:0005783;GO:0005886;GO:0005887;GO:0014069;GO:0016020;GO:0030425;GO:0043204;GO:0045211;GO:0070161;GO:0030215;GO:0045499"
"8563","39575_at","GO:0001953;GO:0007155;GO:0030860;GO:0061045;GO:0005912;GO:0005912;GO:0009898;GO:0009898;GO:0009986;GO:0016323;GO:0016324;GO:0044214;GO:0044214;GO:0044291;GO:0044291;GO:0005515;GO:0008013;GO:0008013;GO:0044877"
"8564","39576_at","GO:0007165;GO:0007601;GO:0007603;GO:0043153;GO:0060041;GO:1990009;GO:0005886;GO:0042622;GO:0097381;GO:0004114;GO:0046872;GO:0047555"
"8565","39577_at","GO:0007389;GO:0010454;GO:0030178;GO:0030178;GO:0030509;GO:0030514;GO:0030514;GO:0031069;GO:0042475;GO:0045662;GO:0060070;GO:0060648;GO:0072148;GO:0090090;GO:2000016;GO:0005615;GO:0005615;GO:0036122;GO:0036122;GO:0098821"
"8566","39578_at","GO:0006354;GO:0006357;GO:0033169;GO:0000118;GO:0000785;GO:0005654;GO:0003712;GO:0005515;GO:0031490;GO:0032454;GO:0046872;GO:0140683"
"8567","39579_at","GO:0006811;GO:0007155;GO:0016338;GO:0043269;GO:0070830;GO:0005737;GO:0005886;GO:0005886;GO:0005923;GO:0005923;GO:0016021;GO:0005198;GO:0005515;GO:0042802"
"8568","39580_at","GO:0010923;GO:0005730;GO:0004864;GO:0005515"
"8569","39581_at","GO:0010466;GO:0010951;GO:0018149;GO:0030216;GO:0045861;GO:0098609;GO:0001533;GO:0001533;GO:0005615;GO:0005654;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:1904090;GO:0002020;GO:0004869;GO:0004869;GO:0005515"
"8570","39582_at","GO:0006511;GO:0007049;GO:0007346;GO:0007346;GO:0010803;GO:0010803;GO:0016055;GO:0016579;GO:0016579;GO:0032088;GO:0032088;GO:0032480;GO:0045087;GO:0046329;GO:0050727;GO:0050728;GO:0060544;GO:0070266;GO:0070423;GO:0070507;GO:0070536;GO:0070536;GO:0090090;GO:1901223;GO:1902017;GO:1903753;GO:1990108;GO:2000493;GO:2001238;GO:2001238;GO:2001242;GO:2001242;GO:0005813;GO:0005819;GO:0005829;GO:0005829;GO:0005829;GO:0005881;GO:0030496;GO:0031234;GO:0036064;GO:0048471;GO:0097542;GO:0004843;GO:0004843;GO:0004843;GO:0005515;GO:0008270;GO:0019901;GO:0061578;GO:0061578;GO:0061578;GO:0070064"
"8571","39583_at","GO:0007155;GO:0007165;GO:0005615;GO:0016021;GO:0031012;GO:0038023"
"8572","39584_at","GO:0006354;GO:0006357;GO:0035307;GO:0045944;GO:0050885;GO:0070886;GO:0005634;GO:0005730;GO:0005829;GO:0003690;GO:0003712;GO:0043565"
"8573","39585_at","GO:0001843;GO:0006468;GO:0007049;GO:0021508;GO:0031076;GO:0048706;GO:0051301;GO:0051726;GO:0060021;GO:0061512;GO:1901621;GO:1903317;GO:1990403;GO:0005634;GO:0005654;GO:0005737;GO:0005929;GO:0004693;GO:0005515;GO:0005524;GO:0106310"
"8574","39586_at","GO:0007043;GO:0007156;GO:0016339;GO:0032570;GO:0050821;GO:0060135;GO:0098609;GO:0098609;GO:0001533;GO:0005829;GO:0005886;GO:0005911;GO:0009898;GO:0016021;GO:0016324;GO:0016328;GO:0030057;GO:0030057;GO:0101003;GO:0005509;GO:0005509;GO:0005515;GO:0015643;GO:0045295;GO:0045295"
"8575","39587_at","GO:0006878;GO:0006893;GO:0007253;GO:0015031;GO:0032456;GO:0043123;GO:0043124;GO:2000060;GO:2000060;GO:0005575;GO:0005654;GO:0005768;GO:0005829;GO:0005515;GO:0097602;GO:0097602"
"8576","39588_at","GO:0001525;GO:0001938;GO:0006915;GO:0006955;GO:0007165;GO:0030154;GO:0043542;GO:0045732;GO:0045766;GO:0097191;GO:2001238;GO:0005576;GO:0005615;GO:0005886;GO:0005887;GO:0048471;GO:0005102;GO:0005125;GO:0005164;GO:0005515;GO:0048018"
"8577","39589_at","GO:0001764;GO:0001764;GO:0010996;GO:0030517;GO:0033555;GO:0048692;GO:0060391;GO:0060391;GO:2000171;GO:0005769;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016021;GO:0030669;GO:0031410;GO:0031901;GO:0043231;GO:0005515"
"8578","39590_at","GO:0001701;GO:0007268;GO:0007399;GO:0007626;GO:0010468;GO:0015031;GO:0035264;GO:2000300;GO:0005737;GO:0005886;GO:0008021;GO:0043197;GO:0098685;GO:0001540;GO:0005515;GO:0042802"
"8579","39591_s_at","GO:0002291;GO:0002605;GO:0002617;GO:0043381;GO:0050687;GO:0005576;GO:0005577;GO:0005615;GO:0062023;GO:0062023;GO:0070062;GO:1904813;GO:0005102;GO:0005201;GO:0008233"
"8580","39592_r_at","GO:0002291;GO:0002605;GO:0002617;GO:0043381;GO:0050687;GO:0005576;GO:0005577;GO:0005615;GO:0062023;GO:0062023;GO:0070062;GO:1904813;GO:0005102;GO:0005201;GO:0008233"
"8581","39593_at","GO:0002291;GO:0002605;GO:0002617;GO:0043381;GO:0050687;GO:0005576;GO:0005577;GO:0005615;GO:0062023;GO:0062023;GO:0070062;GO:1904813;GO:0005102;GO:0005201;GO:0008233"
"8582","39594_f_at","GO:0006882;GO:0010273;GO:0045926;GO:0071276;GO:0071276;GO:0071280;GO:0071294;GO:0071294;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005515;GO:0008270;GO:0046872"
"8583","39596_at","GO:0001764;GO:0001933;GO:0001934;GO:0007169;GO:0007169;GO:0007275;GO:0007507;GO:0008284;GO:0010628;GO:0010976;GO:0014068;GO:0018108;GO:0030335;GO:0032148;GO:0033138;GO:0033674;GO:0038179;GO:0043406;GO:0045471;GO:0048013;GO:0048665;GO:0048678;GO:0048712;GO:0050927;GO:0051412;GO:0051896;GO:0060548;GO:0071300;GO:0090102;GO:0090630;GO:0099151;GO:1905606;GO:1990090;GO:2000251;GO:0005737;GO:0005886;GO:0005887;GO:0030424;GO:0043235;GO:0043235;GO:0098978;GO:0099055;GO:0002039;GO:0004714;GO:0005004;GO:0005030;GO:0005030;GO:0005515;GO:0005524;GO:0043121"
"8584","39597_at","GO:0006366;GO:0030032;GO:0030032;GO:0030036;GO:0045944;GO:0060271;GO:0060271;GO:1903955;GO:0001725;GO:0001725;GO:0005737;GO:0015629;GO:0030027;GO:0098978;GO:0005515;GO:0046872;GO:0051015"
"8585","39598_at","GO:0007267;GO:0007399;GO:0015868;GO:0016264;GO:0055085;GO:1905867;GO:0005789;GO:0005922;GO:0005922;GO:0016021;GO:0016328;GO:0005243;GO:0005243;GO:0005515;GO:0042802"
"8586","39599_at","GO:0003333;GO:0007268;GO:0007613;GO:0008306;GO:0009636;GO:0009744;GO:0010035;GO:0010288;GO:0014054;GO:0014074;GO:0032229;GO:0032355;GO:0035725;GO:0042220;GO:0050808;GO:0051592;GO:0051936;GO:0051939;GO:0051939;GO:0098658;GO:0098719;GO:0150104;GO:1902476;GO:0005886;GO:0005886;GO:0005887;GO:0009986;GO:0016020;GO:0016021;GO:0030424;GO:0030424;GO:0043005;GO:0043025;GO:0070161;GO:0098982;GO:0099055;GO:0099056;GO:0005332;GO:0005332;GO:0005332;GO:0005332;GO:0005515;GO:0015185;GO:0015378;GO:0042802;GO:0046872"
"8587","39600_at","GO:0001933;GO:0006468;GO:0010977;GO:0033137;GO:0034067;GO:0043407;GO:0000139;GO:0005794;GO:0016021;GO:0005515;GO:0038023"
"8588","39601_at","GO:0007049;GO:0007165;GO:0007265;GO:0007265;GO:0070507;GO:0000922;GO:0005634;GO:0005634;GO:0005737;GO:0005815;GO:0005874;GO:0015630;GO:0015630;GO:0005515;GO:0008270"
"8589","39602_at","GO:0006886;GO:0032024;GO:0000145;GO:0001750;GO:0030133;GO:0030864;GO:0031045;GO:0042470;GO:0045202;GO:0048471;GO:0003779;GO:0005515;GO:0008270;GO:0017022;GO:0031267;GO:0051018"
"8590","39604_at","GO:0030155;GO:0030155;GO:0005654;GO:0005737;GO:0005769;GO:0005829;GO:0005938;GO:0005938;GO:0005515"
"8591","39605_at","GO:0000122;GO:0002052;GO:0006357;GO:0007346;GO:0007405;GO:0007420;GO:0007568;GO:0009953;GO:0016199;GO:0021852;GO:0042472;GO:0045665;GO:0045666;GO:0045787;GO:0045892;GO:0048664;GO:0000785;GO:0005634;GO:0005654;GO:0000981;GO:0003677;GO:0005515;GO:1990837;GO:1990837"
"8592","39607_at","GO:0006897;GO:0010507;GO:0010507;GO:0010922;GO:0046856;GO:0050821;GO:0060304;GO:0005737;GO:0005737;GO:0005783;GO:0005829;GO:0016020;GO:0032587;GO:0032991;GO:0048471;GO:0004438;GO:0005515;GO:0019903;GO:0030234"
"8593","39608_at","GO:0000122;GO:0006357;GO:0007399;GO:0009880;GO:0030154;GO:0030324;GO:0000785;GO:0005654;GO:0016604;GO:0000977;GO:0000981;GO:0000981;GO:0003677;GO:0003700;GO:0046982"
"8594","39609_at","GO:0000122;GO:0006357;GO:0007399;GO:0009880;GO:0030154;GO:0030324;GO:0000785;GO:0005654;GO:0016604;GO:0000977;GO:0000981;GO:0000981;GO:0003677;GO:0003700;GO:0046982"
"8595","39610_at","GO:0002011;GO:0006357;GO:0007399;GO:0009952;GO:0009953;GO:0021569;GO:0021570;GO:0021612;GO:0045944;GO:0048704;GO:0048857;GO:0000785;GO:0005634;GO:0005654;GO:0005654;GO:0000978;GO:0000981;GO:0000981;GO:0001228;GO:0005515;GO:0043565;GO:1990837"
"8596","39611_at","GO:0001934;GO:0007171;GO:0007399;GO:0007411;GO:0022407;GO:0022407;GO:0022604;GO:0031290;GO:0032956;GO:0032956;GO:0043087;GO:0043087;GO:0048013;GO:0048013;GO:0048668;GO:0048672;GO:0050731;GO:0050919;GO:0051893;GO:0051965;GO:0061178;GO:0070507;GO:0071372;GO:0099560;GO:1900025;GO:1904322;GO:0005604;GO:0005886;GO:0005886;GO:0005886;GO:0005901;GO:0005912;GO:0031362;GO:0031362;GO:0098982;GO:0005168;GO:0005169;GO:0005170;GO:0005515;GO:0030297;GO:0045499;GO:0046875;GO:0046875"
"8597","39613_at","GO:0005975;GO:0006486;GO:0006491;GO:0030433;GO:0045047;GO:1904381;GO:1904382;GO:0000139;GO:0000139;GO:0005783;GO:0005793;GO:0005794;GO:0005829;GO:0016020;GO:0016021;GO:0031410;GO:0070062;GO:0004571;GO:0004571;GO:0004571;GO:0005509;GO:0015923"
"8598","39614_at","GO:0001578;GO:0001578;GO:0010506;GO:0045197;GO:0045197;GO:0090314;GO:0000922;GO:0000922;GO:0005615;GO:0005737;GO:0005856;GO:0016324;GO:0016327;GO:0016327;GO:0016328;GO:0016328;GO:0030496;GO:0030496;GO:0097427;GO:0097427;GO:0003723;GO:0008017;GO:0008017;GO:0042803"
"8599","39615_at","GO:0031424;GO:0001533;GO:0005654;GO:0005829;GO:0005829;GO:0005856;GO:0016607;GO:0030057;GO:0005515"
"8600","39616_at","GO:0006954;GO:0007186;GO:0007189;GO:0007200;GO:0007204;GO:0008219;GO:0014827;GO:0031622;GO:0060455;GO:0005635;GO:0005886;GO:0005886;GO:0005886;GO:0005887;GO:0016021;GO:0004957;GO:0004957"
"8601","39617_at","GO:0007166;GO:0008284;GO:0008284;GO:0019221;GO:0019221;GO:0034097;GO:0038165;GO:0048861;GO:0070120;GO:0005886;GO:0005887;GO:0009897;GO:0043235;GO:0043235;GO:0070062;GO:0004896;GO:0004897;GO:0004923;GO:0004923;GO:0004924;GO:0004924;GO:0005127;GO:0005127;GO:0005515;GO:0019838;GO:0019955"
"8602","39618_at","GO:0001501;GO:0007155;GO:0007417;GO:0005576;GO:0031012;GO:0045202;GO:0062023;GO:0005540;GO:0030021"
"8603","39619_at","GO:0032386;GO:0032596;GO:0050913;GO:0050916;GO:0071786;GO:0071786;GO:0005783;GO:0005789;GO:0005881;GO:0005881;GO:0005887;GO:0016020;GO:0071782;GO:0005515;GO:0008017;GO:0031883"
"8604","39620_at","GO:0000122;GO:0006357;GO:0007420;GO:0007507;GO:0007517;GO:0000785;GO:0005634;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0003700;GO:0005515;GO:0043565;GO:1990837"
"8605","39621_at","GO:0016579;GO:0016579;GO:0035871;GO:0035871;GO:0044313;GO:0044313;GO:0050821;GO:0050821;GO:0050821;GO:0051898;GO:0051898;GO:0071108;GO:0071108;GO:1990167;GO:1990167;GO:0005737;GO:0005829;GO:0004843;GO:0004843;GO:0004843;GO:0004843;GO:0005515"
"8606","39622_at","GO:0000768;GO:0006355;GO:0006357;GO:0006366;GO:0009653;GO:0042063;GO:0045893;GO:0045944;GO:0060018;GO:0060143;GO:0060670;GO:0060706;GO:0060800;GO:0000785;GO:0005634;GO:0005634;GO:0005667;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0000981;GO:0001228;GO:0003677;GO:0003700;GO:0005515;GO:0008270;GO:0042826;GO:1990837"
"8607","39623_at","GO:0007033;GO:0007399;GO:0007601;GO:0016055;GO:0035426;GO:0045893;GO:0046697;GO:0051091;GO:0061299;GO:0110135;GO:0005615;GO:0009986;GO:0031012;GO:0062023;GO:0005109;GO:0005125;GO:0005125;GO:0005515;GO:0042803"
"8608","39624_at","GO:0006936;GO:0006954;GO:0006955;GO:0007186;GO:0007200;GO:0007218;GO:0061737;GO:0005886;GO:0005887;GO:0000166;GO:0001632;GO:0004974;GO:0008528"
"8609","39625_at","GO:0003334;GO:0006886;GO:0045921;GO:0045921;GO:0050714;GO:0050714;GO:0071985;GO:0071985;GO:0005768;GO:0005768;GO:0031267"
"8610","39626_s_at","GO:0000122;GO:0001714;GO:0001824;GO:0006355;GO:0006357;GO:0006357;GO:0009611;GO:0009653;GO:0009786;GO:0010468;GO:0035019;GO:0035019;GO:0045944;GO:0060965;GO:1902894;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0000976;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0003677;GO:0003700;GO:0003723;GO:0005515;GO:0031625;GO:0035198;GO:0043565;GO:1990837"
"8611","39627_at","GO:0006897;GO:0006897;GO:0006906;GO:0016189;GO:0044788;GO:0045022;GO:0005737;GO:0005769;GO:0005769;GO:0005829;GO:0005969;GO:0016020;GO:0019897;GO:0031901;GO:0044308;GO:0070062;GO:0005515;GO:0005516;GO:0005545;GO:0005545;GO:0008270;GO:0030742;GO:0042803"
"8612","39628_at","GO:0015031;GO:0032482;GO:0032880;GO:0042147;GO:0045921;GO:0052403;GO:0000139;GO:0005764;GO:0005764;GO:0005770;GO:0005770;GO:0005789;GO:0005829;GO:0005886;GO:0030133;GO:0030670;GO:0032588;GO:0042470;GO:0045335;GO:0045335;GO:0070062;GO:0003924;GO:0005515;GO:0005525;GO:0019003"
"8613","39629_at","GO:0006631;GO:0006644;GO:0010518;GO:0010744;GO:0019370;GO:0034374;GO:0034638;GO:0035965;GO:0050482;GO:0050766;GO:0070374;GO:0090265;GO:0090385;GO:1903028;GO:1905036;GO:1905164;GO:0005576;GO:0005794;GO:0005886;GO:0032009;GO:0032010;GO:0055037;GO:0005509;GO:0005543;GO:0047498;GO:0047499"
"8614","39630_at","GO:0007283;GO:0030261;GO:0035092;GO:0051276;GO:0000786;GO:0005654;GO:0005829;GO:0003677;GO:0005515"
"8615","39631_at","GO:0001765;GO:0001787;GO:0001913;GO:0001952;GO:0001954;GO:0003093;GO:0007015;GO:0007155;GO:0007155;GO:0007160;GO:0007566;GO:0008219;GO:0008284;GO:0010594;GO:0016477;GO:0032060;GO:0032147;GO:0034394;GO:0034394;GO:0043534;GO:0043549;GO:0044854;GO:0045022;GO:0045765;GO:0045765;GO:0045766;GO:0060136;GO:0060914;GO:0062043;GO:0070252;GO:0072659;GO:1990266;GO:2001046;GO:2001046;GO:2001212;GO:0000139;GO:0005634;GO:0005737;GO:0005737;GO:0005794;GO:0005794;GO:0005829;GO:0005886;GO:0005886;GO:0009986;GO:0016021;GO:0016324;GO:0031410;GO:0045121;GO:0045177;GO:0005178;GO:0005515;GO:0019900;GO:0019901;GO:0019901"
"8616","39632_at","GO:0001958;GO:0003417;GO:0006508;GO:0022617;GO:0022617;GO:0030198;GO:0030282;GO:0030574;GO:0030574;GO:0030574;GO:0060349;GO:1904645;GO:0005576;GO:0005615;GO:0031012;GO:0004175;GO:0004222;GO:0004222;GO:0004222;GO:0004252;GO:0005509;GO:0005518;GO:0008270"
