id,stat
10,1.72546836733013
100,-0.610305164376151
1000,0.270495446549322
10000,0.920096205969504
10001,0.919216449452335
10002,0.717313777581511
10003,-0.411867462976656
10004,-0.432450800297991
100049587,-0.518922171677777
10005,0.687196091438416
10006,-0.469832575320803
10007,0.0645074119179134
10008,0.726722917848652
10009,1.09437111056918
1001,-1.74431178222714
10010,0.766736231121035
100101267,0.545287592092733
100101467,-1.00090771442687
100101629,-0.960530177481447
10011,0.524074138198937
100125288,0.415806205530986
100126572,0.0833910454572069
100128327,-0.0906495783037272
100128582,-1.49128410087617
100128927,1.57135370635329
100129271,0.453832182483913
100129543,0.238806924258656
100129654,0.1097800939623
100129842,-1.19993700198526
100129885,0.636114692457654
10013,1.22751305214504
100130097,0.870471629463989
100130771,-0.482838959514203
100130863,-0.242252838011648
100130932,1.92769951298832
100130934,-0.611329824801837
100130958,-0.968493064767873
100131017,0.0456569136045604
100131137,0.716026190289152
100131390,0.523378104684012
100131539,-1.15105298085624
100131827,-0.214730821663032
100131980,0.0106434405394453
100132074,-0.915454242204993
100132285,-0.0828144918706998
100132396,-0.589998343767318
100133128,-0.463980904672479
100133171,-0.180289127658702
100133315,0.0528125697383697
100133495,0.78002647851121
100133941,1.83675568299476
100137049,-0.103057994084741
10014,0.480323733338468
100144748,0.713006239870074
10015,-0.803813968432755
10016,-0.0197819308815562
10017,-0.86828180975764
10018,0.0422954973872728
100188893,-0.55118977478731
10019,2.01218793958335
1002,-0.750299822732234
10020,-1.70480371290223
10021,-0.641140687092754
10023,0.0298181549128959
10024,-1.85381972797235
10025,-0.767321040386142
10026,0.00524000556799239
100271715,0.371398662624412
100271849,-1.81463798830232
100271927,1.25221218542433
100272147,-0.71698273956166
100286963,-0.646704264076724
100287171,0.288310923848207
100287178,-1.07474601446779
100287205,0.825960998101739
100287226,-0.964044351312304
100287238,-0.885077106624887
100287327,-2.29058174137844
100287362,-0.518852414592917
100287364,-0.662398204532986
100287404,-1.19228825461375
100287441,0.986516731052221
100287478,0.367297009254955
100287513,0.338419271341034
100287932,1.10625731504302
100288072,-0.039388503077058
100288520,-1.38390227684336
100288540,-0.722557854202058
100288842,-1.14837577295722
100289017,0.119246689819482
100289087,2.79010110645515
100289635,-0.299047545730415
100289678,-0.400348113088095
100293516,-1.03204609354782
1003,0.979527583781172
100307126,-1.5593651926898
100316904,-1.27879929575308
10036,-0.384093037241516
10038,0.864627486356928
100381270,-0.645320170573791
10039,-1.52373241730044
1004,0.466525601777064
10040,-0.0525643288884662
