100_g_at	GO:0007601;GO:0018344;GO:0018344;GO:0036211;GO:0005737;GO:0005829;GO:0005886;GO:0005968;GO:0005968;GO:0004663;GO:0004663;GO:0005515;GO:0008270;GO:0031267
1010_at	GO:0001649;GO:0006468;GO:0010628;GO:0032735;GO:0035556;GO:0038066;GO:0051149;GO:0051403;GO:0060038;GO:0060044;GO:0060348;GO:0071347;GO:0090398;GO:0098586;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0004674;GO:0004674;GO:0004707;GO:0004707;GO:0005515;GO:0005524;GO:0106310
1011_s_at	GO:0000165;GO:0001764;GO:0003064;GO:0006605;GO:0007165;GO:0007346;GO:0008104;GO:0021762;GO:0021766;GO:0021987;GO:0034504;GO:0034605;GO:0035556;GO:0046827;GO:0051480;GO:0060306;GO:0086013;GO:0086091;GO:1901016;GO:1901020;GO:1902309;GO:1905913;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005886;GO:0005925;GO:0016020;GO:0042470;GO:0070062;GO:0003723;GO:0005246;GO:0005515;GO:0015459;GO:0019899;GO:0019903;GO:0019904;GO:0023026;GO:0031625;GO:0042802;GO:0042826;GO:0044325;GO:0045296;GO:0046982;GO:0050815;GO:0050815;GO:0051219;GO:0097110
1012_at	GO:0006094;GO:0006282;GO:0006338;GO:0006338;GO:0006338;GO:0006354;GO:0006355;GO:0006473;GO:0007049;GO:0007507;GO:0008285;GO:0010835;GO:0016573;GO:0018076;GO:0018393;GO:0018394;GO:0032869;GO:0043484;GO:0043966;GO:0043966;GO:0043966;GO:0043970;GO:0045722;GO:0045736;GO:0045815;GO:0045893;GO:0045944;GO:0045944;GO:0045995;GO:0046600;GO:0048511;GO:0051726;GO:0060173;GO:1902425;GO:2000233;GO:0000123;GO:0000124;GO:0000124;GO:0000776;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005813;GO:0005829;GO:0031672;GO:0031674;GO:0032991;GO:0032991;GO:0042641;GO:0072686;GO:0140672;GO:0140672;GO:0000977;GO:0003682;GO:0003712;GO:0003713;GO:0004145;GO:0004402;GO:0004402;GO:0004402;GO:0004468;GO:0004468;GO:0004861;GO:0005515;GO:0010484;GO:0016407;GO:0019901;GO:0042826;GO:0061733;GO:0061733;GO:0140297
1013_at	GO:0000122;GO:0001657;GO:0001880;GO:0002051;GO:0003161;GO:0006357;GO:0006468;GO:0007165;GO:0007179;GO:0007179;GO:0007281;GO:0009653;GO:0009880;GO:0030154;GO:0030218;GO:0030509;GO:0030509;GO:0030509;GO:0045669;GO:0045893;GO:0051216;GO:0060048;GO:0060348;GO:0060395;GO:0060395;GO:0060395;GO:0071407;GO:1901522;GO:1901522;GO:0000785;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005829;GO:0005829;GO:0032991;GO:0071141;GO:0071144;GO:0000978;GO:0000978;GO:0000981;GO:0000981;GO:0001227;GO:0005515;GO:0017151;GO:0031625;GO:0046872;GO:0070411;GO:1990837
1014_at	GO:0006259;GO:0006261;GO:0006264;GO:0006264;GO:0006264;GO:0006287;GO:0071897;GO:0090305;GO:0005739;GO:0005739;GO:0005759;GO:0005760;GO:0005760;GO:0032991;GO:0042645;GO:0002020;GO:0003677;GO:0003682;GO:0003887;GO:0003887;GO:0003887;GO:0005515;GO:0008408;GO:0008408;GO:0008408
1015_s_at	GO:0006468;GO:0006468;GO:0007165;GO:0007266;GO:0007399;GO:0030036;GO:0032233;GO:0038096;GO:0043149;GO:0045773;GO:0048675;GO:0051444;GO:0051496;GO:0001673;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005856;GO:0005925;GO:0016020;GO:0016607;GO:0030027;GO:0043005;GO:0043005;GO:0004672;GO:0004674;GO:0004674;GO:0004674;GO:0005515;GO:0005524;GO:0031072;GO:0046872;GO:0106310
1016_s_at	GO:0002638;GO:0016064;GO:0019221;GO:0043305;GO:0005576;GO:0005615;GO:0009897;GO:0016021;GO:0043235;GO:0004896;GO:0004896;GO:0005515;GO:0019955
1017_at	GO:0000710;GO:0006281;GO:0006298;GO:0006298;GO:0006298;GO:0006298;GO:0007283;GO:0008340;GO:0008630;GO:0009411;GO:0016446;GO:0016447;GO:0045190;GO:0045910;GO:0051096;GO:0097193;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005794;GO:0005829;GO:0032301;GO:0032301;GO:0032301;GO:0043231;GO:0000287;GO:0000400;GO:0003682;GO:0003690;GO:0005515;GO:0005524;GO:0008094;GO:0019899;GO:0030983;GO:0030983;GO:0032137;GO:0032142;GO:0032143;GO:0032357;GO:0032405;GO:0035064;GO:0043531;GO:0140664
1018_at	GO:0000086;GO:0000122;GO:0001649;GO:0002062;GO:0006366;GO:0006629;GO:0007224;GO:0010971;GO:0014835;GO:0030182;GO:0030182;GO:0030217;GO:0030501;GO:0030855;GO:0030858;GO:0032434;GO:0043065;GO:0045165;GO:0045444;GO:0045582;GO:0045599;GO:0045669;GO:0045899;GO:0048627;GO:0048641;GO:0048741;GO:0050680;GO:0050821;GO:0050909;GO:0051091;GO:0051885;GO:0060070;GO:0060070;GO:0060346;GO:0061196;GO:0071300;GO:0071320;GO:0071374;GO:0071425;GO:0090263;GO:0120163;GO:1902035;GO:0005576;GO:0005615;GO:0005615;GO:0005109;GO:0005125;GO:0005515;GO:0048018
1019_g_at	GO:0000086;GO:0000122;GO:0001649;GO:0002062;GO:0006366;GO:0006629;GO:0007224;GO:0010971;GO:0014835;GO:0030182;GO:0030182;GO:0030217;GO:0030501;GO:0030855;GO:0030858;GO:0032434;GO:0043065;GO:0045165;GO:0045444;GO:0045582;GO:0045599;GO:0045669;GO:0045899;GO:0048627;GO:0048641;GO:0048741;GO:0050680;GO:0050821;GO:0050909;GO:0051091;GO:0051885;GO:0060070;GO:0060070;GO:0060346;GO:0061196;GO:0071300;GO:0071320;GO:0071374;GO:0071425;GO:0090263;GO:0120163;GO:1902035;GO:0005576;GO:0005615;GO:0005615;GO:0005109;GO:0005125;GO:0005515;GO:0048018
101_at	GO:0018105;GO:0018107;GO:0018108;GO:0005634;GO:0005737;GO:0005856;GO:0043231;GO:0004674;GO:0004712;GO:0004713;GO:0005515;GO:0005524;GO:0046872;GO:0106310
1020_s_at	GO:0001525;GO:0001933;GO:0001934;GO:0001954;GO:0002931;GO:0006302;GO:0006915;GO:0006974;GO:0007026;GO:0007113;GO:0007155;GO:0007286;GO:0008284;GO:0008285;GO:0010977;GO:0030220;GO:0030307;GO:0030335;GO:0031122;GO:0033630;GO:0038163;GO:0042127;GO:0043066;GO:0043085;GO:0043086;GO:0045653;GO:0051092;GO:0051301;GO:0051302;GO:0051898;GO:0070374;GO:0070886;GO:0070886;GO:0071356;GO:0071363;GO:0071363;GO:0071902;GO:0090050;GO:0090314;GO:0097191;GO:1900026;GO:1903078;GO:1903078;GO:1990090;GO:2000256;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005783;GO:0005794;GO:0005813;GO:0005886;GO:0016020;GO:0016324;GO:0030027;GO:0030424;GO:0030426;GO:0031982;GO:0032433;GO:0032587;GO:0042383;GO:0042383;GO:0043005;GO:0043025;GO:0043025;GO:0043204;GO:0048471;GO:0070062;GO:0071944;GO:0000287;GO:0005509;GO:0005509;GO:0005515;GO:0008427;GO:0030291;GO:0031267;GO:0043495;GO:0043495;GO:0044325
1021_at	GO:0000122;GO:0001774;GO:0001774;GO:0001819;GO:0001934;GO:0002250;GO:0002281;GO:0006915;GO:0006959;GO:0007166;GO:0007259;GO:0008284;GO:0009615;GO:0010508;GO:0010628;GO:0010628;GO:0010628;GO:0010628;GO:0010628;GO:0010629;GO:0010629;GO:0010634;GO:0010835;GO:0030225;GO:0030857;GO:0031334;GO:0032700;GO:0032722;GO:0032731;GO:0032735;GO:0032747;GO:0032755;GO:0032760;GO:0032834;GO:0033141;GO:0033141;GO:0034393;GO:0042307;GO:0042531;GO:0045348;GO:0045429;GO:0045672;GO:0045821;GO:0045892;GO:0048143;GO:0048143;GO:0048662;GO:0050729;GO:0050766;GO:0050769;GO:0050796;GO:0051044;GO:0051173;GO:0051607;GO:0051712;GO:0051770;GO:0060333;GO:0060333;GO:0060550;GO:0060552;GO:0060557;GO:0060559;GO:0071902;GO:0090312;GO:0097191;GO:0098586;GO:0150076;GO:1900222;GO:1901216;GO:1901857;GO:1902004;GO:1902004;GO:1902948;GO:1903078;GO:1903543;GO:1904440;GO:1904783;GO:1904798;GO:2000273;GO:2000309;GO:0005576;GO:0005576;GO:0005615;GO:0005125;GO:0005133;GO:0005515
1022_f_at	GO:0002250;GO:0002286;GO:0002323;GO:0006959;GO:0019221;GO:0030183;GO:0033141;GO:0042100;GO:0043330;GO:0051607;GO:0060337;GO:0098586;GO:0005576;GO:0005615;GO:0005125;GO:0005126;GO:0005132;GO:0005515
1023_at	GO:0000122;GO:0001666;GO:0006953;GO:0007165;GO:0007566;GO:0007568;GO:0008015;GO:0008284;GO:0008284;GO:0009651;GO:0010523;GO:0010976;GO:0018105;GO:0030218;GO:0030218;GO:0032147;GO:0032496;GO:0033028;GO:0033189;GO:0033574;GO:0038162;GO:0038162;GO:0042104;GO:0042531;GO:0042541;GO:0043249;GO:0043627;GO:0045666;GO:0045893;GO:0046579;GO:0046579;GO:0048678;GO:0051602;GO:0055093;GO:0070374;GO:0070555;GO:0071474;GO:0071548;GO:1901215;GO:1902219;GO:1902251;GO:2001258;GO:0005576;GO:0005615;GO:0005615;GO:0009986;GO:0044297;GO:0005125;GO:0005125;GO:0005128;GO:0005128;GO:0005179;GO:0005515;GO:0030295
1024_at	GO:0001666;GO:0001676;GO:0002933;GO:0006306;GO:0006631;GO:0006694;GO:0006778;GO:0006805;GO:0007568;GO:0008202;GO:0008210;GO:0008283;GO:0009308;GO:0009611;GO:0009615;GO:0009624;GO:0009635;GO:0009692;GO:0009804;GO:0009812;GO:0010041;GO:0017143;GO:0019341;GO:0019373;GO:0032094;GO:0032496;GO:0033189;GO:0035902;GO:0042359;GO:0042572;GO:0042572;GO:0042759;GO:0042904;GO:0043010;GO:0046677;GO:0046685;GO:0048565;GO:0050665;GO:0055093;GO:0060137;GO:0070365;GO:0071280;GO:0071407;GO:0097267;GO:1900087;GO:0005743;GO:0005789;GO:0043231;GO:0004497;GO:0004497;GO:0005506;GO:0005515;GO:0008391;GO:0016491;GO:0016679;GO:0016711;GO:0019825;GO:0019899;GO:0020037;GO:0030544;GO:0032451;GO:0051879;GO:0070330;GO:0070576;GO:0101020;GO:0101021;GO:0102033;GO:0106256;GO:0120319
1025_g_at	GO:0001666;GO:0001676;GO:0002933;GO:0006306;GO:0006631;GO:0006694;GO:0006778;GO:0006805;GO:0007568;GO:0008202;GO:0008210;GO:0008283;GO:0009308;GO:0009611;GO:0009615;GO:0009624;GO:0009635;GO:0009692;GO:0009804;GO:0009812;GO:0010041;GO:0017143;GO:0019341;GO:0019373;GO:0032094;GO:0032496;GO:0033189;GO:0035902;GO:0042359;GO:0042572;GO:0042572;GO:0042759;GO:0042904;GO:0043010;GO:0046677;GO:0046685;GO:0048565;GO:0050665;GO:0055093;GO:0060137;GO:0070365;GO:0071280;GO:0071407;GO:0097267;GO:1900087;GO:0005743;GO:0005789;GO:0043231;GO:0004497;GO:0004497;GO:0005506;GO:0005515;GO:0008391;GO:0016491;GO:0016679;GO:0016711;GO:0019825;GO:0019899;GO:0020037;GO:0030544;GO:0032451;GO:0051879;GO:0070330;GO:0070576;GO:0101020;GO:0101021;GO:0102033;GO:0106256;GO:0120319
1026_s_at	GO:0001501;GO:0001501;GO:0007605;GO:0007605;GO:0030198;GO:0030199;GO:0030199;GO:0051216;GO:0051216;GO:0060021;GO:0060023;GO:0005576;GO:0005581;GO:0005592;GO:0005592;GO:0005615;GO:0005788;GO:0031012;GO:0062023;GO:0062023;GO:0005201;GO:0005515;GO:0030020;GO:0030020;GO:0030020;GO:0030674;GO:0046872
1027_at	GO:0001501;GO:0001501;GO:0007605;GO:0007605;GO:0030198;GO:0030199;GO:0030199;GO:0051216;GO:0051216;GO:0060021;GO:0060023;GO:0005576;GO:0005581;GO:0005592;GO:0005592;GO:0005615;GO:0005788;GO:0031012;GO:0062023;GO:0062023;GO:0005201;GO:0005515;GO:0030020;GO:0030020;GO:0030020;GO:0030674;GO:0046872
1028_at	GO:0000724;GO:0006265;GO:0006265;GO:0032042;GO:0051304;GO:0051321;GO:0071139;GO:0005634;GO:0005634;GO:0005654;GO:0005759;GO:0016605;GO:0031422;GO:0003677;GO:0003697;GO:0003916;GO:0003917;GO:0005515;GO:0008270
1029_s_at	GO:0001819;GO:0002250;GO:0002250;GO:0006468;GO:0007202;GO:0007229;GO:0010468;GO:0010543;GO:0018108;GO:0032729;GO:0042246;GO:0045944;GO:0046777;GO:0050852;GO:0050852;GO:0060335;GO:0005634;GO:0005737;GO:0005886;GO:0004713;GO:0004715;GO:0005515;GO:0005524
102_at	GO:0006468;GO:0006915;GO:0009299;GO:0018105;GO:0018105;GO:0018107;GO:0018107;GO:0018108;GO:0043066;GO:0043508;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0016604;GO:0016605;GO:0004672;GO:0004674;GO:0004674;GO:0004674;GO:0004713;GO:0005524;GO:0106310
1030_s_at	GO:0006260;GO:0006265;GO:0006265;GO:0006265;GO:0006338;GO:0007059;GO:0007623;GO:0009410;GO:0012501;GO:0016310;GO:0018105;GO:0032922;GO:0040016;GO:0000228;GO:0000932;GO:0001650;GO:0001673;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005730;GO:0032993;GO:0043204;GO:0000978;GO:0003677;GO:0003677;GO:0003677;GO:0003682;GO:0003690;GO:0003697;GO:0003723;GO:0003917;GO:0003917;GO:0003917;GO:0004674;GO:0005515;GO:0005524;GO:0008301;GO:0019904;GO:0097100
1031_at	GO:0000245;GO:0006468;GO:0007059;GO:0008380;GO:0035092;GO:0035556;GO:0035556;GO:0045070;GO:0045071;GO:0045087;GO:0048024;GO:0050684;GO:0050684;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005737;GO:0005737;GO:0005783;GO:0005829;GO:0005829;GO:0005886;GO:0016363;GO:0016607;GO:0000287;GO:0003723;GO:0004672;GO:0004674;GO:0004674;GO:0005515;GO:0005524;GO:0106310
1032_at	GO:0002407;GO:0002438;GO:0006935;GO:0006954;GO:0006955;GO:0006968;GO:0007165;GO:0007166;GO:0007200;GO:0007204;GO:0008284;GO:0010666;GO:0019722;GO:0030593;GO:0030593;GO:0030901;GO:0031623;GO:0033030;GO:0038112;GO:0042119;GO:0043117;GO:0045766;GO:0060326;GO:0070098;GO:0072173;GO:0090023;GO:0005654;GO:0005886;GO:0005886;GO:0005887;GO:0009897;GO:0009986;GO:0015630;GO:0016020;GO:0030667;GO:0042629;GO:0072686;GO:0004918;GO:0004930;GO:0005515;GO:0016493;GO:0016494;GO:0019957;GO:0019959
1033_g_at	GO:0002407;GO:0002438;GO:0006935;GO:0006954;GO:0006955;GO:0006968;GO:0007165;GO:0007166;GO:0007200;GO:0007204;GO:0008284;GO:0010666;GO:0019722;GO:0030593;GO:0030593;GO:0030901;GO:0031623;GO:0033030;GO:0038112;GO:0042119;GO:0043117;GO:0045766;GO:0060326;GO:0070098;GO:0072173;GO:0090023;GO:0005654;GO:0005886;GO:0005886;GO:0005887;GO:0009897;GO:0009986;GO:0015630;GO:0016020;GO:0030667;GO:0042629;GO:0072686;GO:0004918;GO:0004930;GO:0005515;GO:0016493;GO:0016494;GO:0019957;GO:0019959
1034_at	GO:0007601;GO:0009725;GO:0010033;GO:0010951;GO:0034097;GO:0051045;GO:0051045;GO:0070373;GO:0071310;GO:1903984;GO:1904684;GO:0005576;GO:0005604;GO:0005615;GO:0005634;GO:0031012;GO:0031089;GO:0062023;GO:0002020;GO:0005515;GO:0008191;GO:0008191;GO:0046872
1035_g_at	GO:0007601;GO:0009725;GO:0010033;GO:0010951;GO:0034097;GO:0051045;GO:0051045;GO:0070373;GO:0071310;GO:1903984;GO:1904684;GO:0005576;GO:0005604;GO:0005615;GO:0005634;GO:0031012;GO:0031089;GO:0062023;GO:0002020;GO:0005515;GO:0008191;GO:0008191;GO:0046872
1036_at	GO:0001779;GO:0001787;GO:0001819;GO:0001866;GO:0006954;GO:0006955;GO:0007165;GO:0007260;GO:0007267;GO:0007568;GO:0008284;GO:0014732;GO:0030212;GO:0030225;GO:0032740;GO:0032819;GO:0032825;GO:0034105;GO:0035723;GO:0042102;GO:0042119;GO:0042119;GO:0042531;GO:0045062;GO:0045580;GO:0048469;GO:0048535;GO:0048662;GO:0050691;GO:0050729;GO:0050731;GO:0050766;GO:0050778;GO:0071305;GO:0120163;GO:1904100;GO:0005576;GO:0005576;GO:0005615;GO:0005654;GO:0005737;GO:0005768;GO:0005794;GO:0005829;GO:0009986;GO:0016607;GO:0005125;GO:0005126;GO:0005515
1038_s_at	GO:0001774;GO:0007165;GO:0009615;GO:0010628;GO:0019221;GO:0032760;GO:0048143;GO:0060333;GO:0098586;GO:1900222;GO:1902004;GO:0005886;GO:0005886;GO:0005887;GO:0004896;GO:0004906;GO:0005515;GO:0019955
1039_s_at	GO:0000302;GO:0001525;GO:0001666;GO:0001666;GO:0001678;GO:0001755;GO:0001837;GO:0001892;GO:0001922;GO:0001938;GO:0001947;GO:0002052;GO:0002062;GO:0002071;GO:0002248;GO:0003151;GO:0003208;GO:0006089;GO:0006110;GO:0006355;GO:0006357;GO:0006879;GO:0007165;GO:0007405;GO:0007595;GO:0008542;GO:0010039;GO:0010468;GO:0010573;GO:0010575;GO:0010575;GO:0010628;GO:0010628;GO:0010629;GO:0010634;GO:0014850;GO:0016239;GO:0019896;GO:0021502;GO:0021987;GO:0030282;GO:0030502;GO:0030949;GO:0031929;GO:0032007;GO:0032364;GO:0032722;GO:0032909;GO:0032963;GO:0035162;GO:0035773;GO:0035774;GO:0042541;GO:0043536;GO:0043619;GO:0045648;GO:0045766;GO:0045766;GO:0045821;GO:0045893;GO:0045893;GO:0045926;GO:0045944;GO:0045944;GO:0045944;GO:0046716;GO:0046886;GO:0048546;GO:0051000;GO:0051402;GO:0051541;GO:0060574;GO:0061030;GO:0061072;GO:0061298;GO:0061419;GO:0061419;GO:0070101;GO:0070244;GO:0071347;GO:0071456;GO:0071456;GO:0071456;GO:0071542;GO:0097152;GO:0097411;GO:0098586;GO:1900017;GO:1902895;GO:1902895;GO:1903377;GO:1903599;GO:1903715;GO:2000273;GO:2000378;GO:2000434;GO:2001054;GO:0000785;GO:0000785;GO:0000791;GO:0005634;GO:0005654;GO:0005654;GO:0005667;GO:0005737;GO:0005829;GO:0005829;GO:0016604;GO:0016607;GO:0031514;GO:0032991;GO:0090575;GO:1904115;GO:0000977;GO:0000977;GO:0000978;GO:0000981;GO:0000981;GO:0000981;GO:0001216;GO:0001223;GO:0001228;GO:0001228;GO:0002039;GO:0003700;GO:0005515;GO:0016922;GO:0019899;GO:0019901;GO:0019904;GO:0031625;GO:0042826;GO:0043565;GO:0046982;GO:0051879;GO:0061629;GO:0070888
103_at	GO:0001938;GO:0006986;GO:0007165;GO:0016525;GO:0034103;GO:0034976;GO:0034976;GO:0048266;GO:0048771;GO:0050731;GO:0051451;GO:0051781;GO:0071603;GO:0090023;GO:0005576;GO:0005604;GO:0005615;GO:0005783;GO:0016529;GO:0062023;GO:0062023;GO:0070062;GO:0005178;GO:0005509;GO:0005515;GO:0008083;GO:0008201
1040_s_at	GO:0007010;GO:0007399;GO:0008154;GO:0010592;GO:0016477;GO:0016601;GO:0018108;GO:0061001;GO:0070309;GO:2000601;GO:0005634;GO:0005737;GO:0005829;GO:0005856;GO:0005912;GO:0030027;GO:0030027;GO:0031209;GO:0032433;GO:0043197;GO:0005515;GO:0008093;GO:0017124;GO:0017124;GO:0017124;GO:0019900;GO:0031267;GO:0031625;GO:0035591;GO:0042802;GO:0070064
1041_at	GO:0001934;GO:0007171;GO:0007399;GO:0007411;GO:0022407;GO:0022407;GO:0022604;GO:0031290;GO:0032956;GO:0032956;GO:0043087;GO:0043087;GO:0048013;GO:0048013;GO:0048668;GO:0048672;GO:0050731;GO:0050919;GO:0051893;GO:0051965;GO:0061178;GO:0070507;GO:0071372;GO:0099560;GO:1900025;GO:1904322;GO:0005604;GO:0005886;GO:0005886;GO:0005886;GO:0005901;GO:0005912;GO:0031362;GO:0031362;GO:0098982;GO:0005168;GO:0005169;GO:0005170;GO:0005515;GO:0030297;GO:0045499;GO:0046875;GO:0046875
1042_at	GO:0008285;GO:0010951;GO:0005615;GO:0016021;GO:0070062;GO:0005515;GO:0008191
1043_s_at	GO:0000724;GO:0000730;GO:0006302;GO:0006310;GO:0006312;GO:0006974;GO:0010792;GO:0034599;GO:0045002;GO:2000819;GO:0005634;GO:0005634;GO:0005654;GO:0032991;GO:0032993;GO:0003677;GO:0003697;GO:0005515;GO:0042802
1044_s_at	GO:0006357;GO:0030030;GO:0045893;GO:0051726;GO:0000785;GO:0001650;GO:0005654;GO:0005654;GO:0005730;GO:0043231;GO:0090575;GO:0000978;GO:0000981;GO:0000981;GO:0001216;GO:0003700;GO:0005515;GO:0046983
